,id,host_acceptance_rate,host_is_superhost,neighbourhood,latitude,longitude,room_type,accommodates,bedrooms,beds,amenities,price_in_dollar_x,minimum_nights,maximum_nights,has_availability,availability_30,number_of_reviews_l30d,review_scores_rating,instant_bookable,price_per_person,minimum_price,discount_per_5_days_booked,discount_per_10_days_booked,discount_per_30_and_more_days_booked,service_cost,price_in_dollar_y
2470,28757751,0.8700000000000001,True,Centrum-West,52.3743,4.89216,Private room,2,1,1,1,104.0,3,30,True,0,10,4.95,False,52.0,312.0,0.06,0.19,0.18,4.99,128.3945205479452
2471,28768768,0.79,False,De Pijp - Rivierenbuurt,52.34438,4.90522,Entire home/apt,4,2,2,4,200.0,4,8,True,0,0,4.67,False,50.0,800.0,0.08,0.21,0.23,4.99,200.0
2472,28797705,1.0,False,Centrum-West,52.37095,4.89576,Private room,2,1,1,7,127.0,1,365,True,1,11,4.59,True,63.5,127.0,0.07,0.2,0.2,4.99,144.78630136986303
2473,28798431,0.48,False,Centrum-West,52.37021,4.89717,Private room,2,1,1,4,123.0,1,365,True,0,9,4.54,True,61.5,123.0,0.06,0.09,0.17,4.99,138.57534246575344
2474,28800804,0.65,False,Oostelijk Havengebied - Indische Buurt,52.36425,4.93857,Private room,2,1,1,1,60.0,2,22,True,0,0,3.97,False,30.0,120.0,0.06,0.11,0.17,2.99,74.71232876712328
2475,28806971,0.45000000000000007,False,Zuid,52.35457,4.86748,Entire home/apt,6,3,4,22,430.0,3,30,True,0,1,4.24,True,71.67,1290.0,0.12,0.2,0.26,10.99,509.26027397260276
2476,28809249,0.13,False,Zuid,52.34686,4.86792,Entire home/apt,2,1,1,9,225.0,1,1125,True,14,1,4.86,False,112.5,225.0,0.09,0.13,0.24,4.99,225.1095890410959
2477,28838040,1.0,False,Slotervaart,52.36526,4.83346,Entire home/apt,4,2,4,5,150.0,2,1125,True,2,1,4.76,True,37.5,300.0,0.07,0.22,0.22,4.99,170.63013698630138
2478,28854693,0.4,False,Bos en Lommer,52.3781,4.85682,Entire home/apt,2,1,1,5,110.0,4,31,True,0,0,4.93,False,55.0,440.0,0.08,0.1,0.17,4.99,110.0
2479,28882637,1.0,False,Bos en Lommer,52.38067,4.85032,Entire home/apt,4,2,2,9,295.0,2,30,True,11,0,4.88,False,73.75,590.0,0.16,0.18,0.34,4.99,300.75616438356167
2480,28887550,0.67,False,Watergraafsmeer,52.35336,4.92818,Entire home/apt,4,2,2,12,215.0,5,28,True,0,0,5.0,False,53.75,1075.0,0.1,0.22,0.2,4.99,190.4794520547945
2481,28892595,0.71,False,De Baarsjes - Oud-West,52.36378,4.87687,Entire home/apt,4,2,3,10,198.0,2,5,True,1,0,4.81,False,49.5,396.0,0.07,0.12,0.18,4.99,198.0
2482,28902322,0.5,False,De Baarsjes - Oud-West,52.37177,4.87368,Entire home/apt,2,1,1,6,115.0,28,30,True,0,0,5.0,False,57.5,3220.0,0.05,0.11,0.17,4.99,120.87671232876713
2483,28946381,0.8,False,Centrum-Oost,52.37405,4.9063,Private room,2,1,1,1,76.0,1,1125,True,0,9,4.7,False,38.0,76.0,0.04,0.13,0.17,4.99,83.66027397260274
2484,28946914,1.0,False,Oostelijk Havengebied - Indische Buurt,52.36251,4.9411,Entire home/apt,2,1,1,6,120.0,3,1125,True,0,0,5.0,True,60.0,360.0,0.07,0.13,0.18,4.99,120.0
2485,28970533,1.0,False,Oostelijk Havengebied - Indische Buurt,52.37628,4.93929,Entire home/apt,2,1,1,21,469.0,1,1125,True,14,0,4.36,True,234.5,469.0,0.09,0.24,0.26,10.99,509.1232876712329
2486,28983337,1.0,True,De Baarsjes - Oud-West,52.36034,4.86364,Entire home/apt,4,2,3,11,204.0,31,1125,True,0,0,4.95,False,51.0,6324.0,0.09,0.22,0.24,4.99,203.54794520547946
2487,29006072,0.71,False,Oostelijk Havengebied - Indische Buurt,52.3634,4.94316,Private room,2,1,1,3,84.0,1,1125,True,8,2,4.71,False,42.0,84.0,0.06,0.13,0.16,4.99,80.0
2488,29007722,0.8300000000000001,False,De Pijp - Rivierenbuurt,52.35776,4.88927,Entire home/apt,2,1,1,5,95.0,2,23,True,0,0,4.93,False,47.5,190.0,0.04,0.11,0.16,4.99,126.93424657534247
2489,29046160,1.0,True,De Baarsjes - Oud-West,52.36393,4.87508,Private room,2,1,2,10,189.0,4,31,True,4,1,4.84,False,94.5,756.0,0.08,0.13,0.11,4.99,188.75342465753425
2490,29067735,0.45000000000000007,False,De Pijp - Rivierenbuurt,52.35068,4.88796,Entire home/apt,2,1,1,8,135.0,2,1125,True,0,0,4.57,False,67.5,270.0,0.06,0.19,0.18,4.99,135.0
2491,29071896,0.63,False,Westerpark,52.3824,4.87273,Entire home/apt,2,1,1,8,160.0,10,30,True,0,0,4.87,False,80.0,1600.0,0.07,0.23,0.19,4.99,135.12328767123287
2492,29120704,1.0,False,Oud-Oost,52.36579,4.92868,Private room,2,1,1,1,89.0,2,14,True,0,0,4.94,True,44.5,178.0,0.06,0.16,0.16,4.99,97.74246575342465
2493,29124691,0.0,False,De Pijp - Rivierenbuurt,52.35305,4.89162,Entire home/apt,4,2,3,14,265.0,1,1125,True,0,0,4.5,False,66.25,265.0,0.13,0.23,0.21,4.99,265.0
2494,29156993,0.3800000000000001,False,Centrum-Oost,52.36001,4.90281,Entire home/apt,2,1,2,2,78.0,1,4,True,0,7,4.89,False,39.0,78.0,0.05,0.11,0.15,4.99,78.0
2495,29175007,1.0,True,De Aker - Nieuw Sloten,52.34248,4.79112,Private room,2,1,1,4,95.0,2,60,True,7,3,4.97,False,47.5,190.0,0.05,0.12,0.15,4.99,104.51780821917808
2496,29181440,0.5700000000000001,False,De Pijp - Rivierenbuurt,52.35646,4.88986,Entire home/apt,7,4,3,13,300.0,3,12,True,0,0,5.0,True,42.86,900.0,0.13,0.29,0.21,4.99,337.03287671232874
2497,29212801,1.0,True,Watergraafsmeer,52.34188,4.92073,Private room,2,1,2,2,82.0,1,4,True,2,8,4.95,False,41.0,82.0,0.06,0.12,0.14,4.99,91.52054794520548
2498,29230120,1.0,False,Westerpark,52.38209,4.87935,Entire home/apt,2,1,2,1,124.0,2,7,True,12,1,4.85,True,62.0,248.0,0.06,0.15,0.15,4.99,124.0
2499,29251403,0.84,True,Centrum-Oost,52.36939,4.90386,Private room,2,1,1,1,81.0,3,90,True,5,5,4.54,True,40.5,243.0,0.04,0.12,0.16,4.99,91.5123287671233
2500,29258934,1.0,False,IJburg - Zeeburgereiland,52.36122,4.97921,Private room,2,1,1,4,58.0,2,7,True,2,2,4.4,True,29.0,116.0,0.07,0.1,0.17,2.99,62.92054794520548
2501,29268359,0.9099999999999999,True,Centrum-Oost,52.37032,4.90575,Private room,2,1,1,5,91.0,3,1125,True,7,4,4.51,True,45.5,273.0,0.05,0.12,0.16,4.99,99.65753424657534
2502,29275106,0.4,False,Buitenveldert - Zuidas,52.3271,4.86158,Entire home/apt,4,2,3,8,275.0,5,1125,True,0,0,5.0,False,68.75,1375.0,0.08,0.19,0.24,4.99,285.5753424657534
2503,29298781,1.0,True,De Baarsjes - Oud-West,52.36379,4.86229,Private room,2,1,1,1,104.0,2,7,True,6,7,4.8,False,52.0,208.0,0.04,0.19,0.18,4.99,103.55890410958904
2504,29302592,1.0,False,Oostelijk Havengebied - Indische Buurt,52.36777,4.93385,Entire home/apt,6,3,3,13,419.0,1,1125,True,9,5,3.97,True,69.83,419.0,0.11,0.16,0.24,10.99,455.24383561643833
2505,29304751,0.98,True,Oud-Noord,52.39666,4.91655,Entire home/apt,4,2,3,13,225.0,4,30,True,0,0,4.94,False,56.25,900.0,0.09,0.07,0.16,4.99,225.0
2506,29335948,1.0,False,Slotervaart,52.34908,4.8416,Entire home/apt,2,1,1,7,149.0,6,1125,True,0,1,5.0,False,74.5,894.0,0.07,0.12,0.18,4.99,149.0
2507,29350469,0.0,False,Noord-West,52.40865,4.92418,Entire home/apt,4,2,3,6,175.0,7,27,True,0,0,5.0,False,43.75,1225.0,0.06,0.24,0.23,4.99,177.94520547945206
2508,29350903,0.83,False,De Pijp - Rivierenbuurt,52.35332,4.89381,Private room,2,1,2,6,120.0,3,1125,True,2,1,4.7,True,60.0,360.0,0.06,0.21,0.2,4.99,120.07945205479452
2509,29435883,1.0,False,Watergraafsmeer,52.35321,4.94144,Entire home/apt,4,2,3,4,130.0,4,1125,True,0,0,5.0,False,32.5,520.0,0.04,0.18,0.17,4.99,151.0958904109589
2510,29452517,0.56,False,Zuid,52.36127,4.88209,Entire home/apt,4,2,4,13,325.0,2,12,True,0,1,4.59,False,81.25,650.0,0.16,0.25,0.23,4.99,390.2191780821918
2511,29456107,1.0,False,Oud-Noord,52.38813,4.90905,Entire home/apt,4,2,2,15,246.0,5,30,True,0,0,5.0,False,61.5,1230.0,0.09,0.15,0.3,4.99,244.0849315068493
2512,29477986,0.96,True,Centrum-Oost,52.3678,4.92339,Private room,2,1,1,11,116.0,3,1125,True,2,7,4.97,False,58.0,348.0,0.07,0.14,0.21,4.99,113.26027397260275
2513,29568363,0.76,True,Centrum-West,52.38285,4.88322,Private room,1,1,1,10,59.0,5,30,True,0,0,4.62,False,59.0,295.0,0.06,0.15,0.16,2.99,57.087671232876716
2514,29578670,0.4100000000000001,False,De Pijp - Rivierenbuurt,52.3571,4.88909,Entire home/apt,2,1,1,11,160.0,4,1125,True,0,0,4.71,False,80.0,640.0,0.07,0.17,0.21,4.99,160.0
2515,29646624,0.76,False,De Baarsjes - Oud-West,52.36609,4.8678,Entire home/apt,2,1,1,14,449.0,2,1125,True,21,2,5.0,True,224.5,898.0,0.13,0.18,0.25,10.99,449.0
2516,29648361,0.55,False,Centrum-West,52.37719,4.89296,Private room,2,1,1,3,199.0,2,30,True,1,1,4.69,True,99.5,398.0,0.08,0.14,0.24,4.99,203.17808219178082
2517,29655884,1.0,False,Noord-Oost,52.39077,4.95462,Private room,4,1,3,5,168.0,2,5,True,6,2,4.88,False,42.0,336.0,0.09,0.1,0.22,4.99,178.23287671232876
2518,29668487,1.0,False,De Baarsjes - Oud-West,52.36203,4.87407,Entire home/apt,4,2,4,25,850.0,4,20,True,3,0,4.52,True,212.5,3400.0,0.13,0.18,0.29,10.99,978.2191780821918
2519,29678104,0.54,False,Watergraafsmeer,52.35348,4.9451,Entire home/apt,3,2,1,7,129.0,4,60,True,0,0,4.86,False,43.0,516.0,0.05,0.12,0.17,4.99,129.04383561643834
2520,29678352,1.0,False,De Pijp - Rivierenbuurt,52.34257,4.89527,Entire home/apt,4,2,3,12,340.0,3,30,True,0,0,5.0,False,85.0,1020.0,0.13,0.21,0.25,4.99,340.0
2521,29701331,0.41,True,De Pijp - Rivierenbuurt,52.35478,4.90439,Entire home/apt,4,2,2,10,299.0,2,14,True,0,2,4.97,False,74.75,598.0,0.09,0.24,0.23,4.99,350.13424657534244
2522,29705321,0.97,False,De Baarsjes - Oud-West,52.361416,4.86674,Private room,4,1,2,7,171.0,3,1125,True,3,7,4.99,True,42.75,513.0,0.08,0.18,0.19,4.99,170.6986301369863
2523,29705676,1.0,True,Oostelijk Havengebied - Indische Buurt,52.3764,4.94627,Private room,2,1,1,8,120.0,2,14,True,4,6,4.99,False,60.0,240.0,0.06,0.15,0.2,4.99,134.8958904109589
2524,29730599,1.0,False,Watergraafsmeer,52.35645,4.93407,Entire home/apt,4,2,2,9,285.0,4,14,True,0,0,5.0,False,71.25,1140.0,0.06,0.2,0.3,4.99,294.47945205479454
2525,29776071,1.0,True,Centrum-West,52.37206,4.8972,Private room,2,1,1,10,138.0,1,31,True,1,15,4.87,False,69.0,138.0,0.07,0.13,0.18,4.99,140.82465753424657
2526,29795660,1.0,False,Bos en Lommer,52.38092,4.86146,Entire home/apt,2,1,1,2,120.0,4,120,True,0,0,5.0,False,60.0,480.0,0.07,0.13,0.16,4.99,123.46849315068494
2527,29845284,0.7600000000000001,True,Centrum-West,52.38748,4.8882,Private room,2,1,2,7,115.0,3,1125,True,3,3,4.97,True,57.5,345.0,0.07,0.13,0.17,4.99,125.63835616438357
2528,29845425,0.64,False,Centrum-West,52.37767,4.8928,Private room,4,1,2,13,278.0,1,1125,True,5,3,4.44,True,69.5,278.0,0.08,0.26,0.25,4.99,392.5013698630137
2529,29868977,1.0,True,Noord-Oost,52.40393,4.94149,Private room,3,1,2,2,86.0,3,14,True,1,5,4.89,False,28.67,258.0,0.05,0.11,0.16,4.99,93.18082191780822
2530,29871927,0.89,True,Oostelijk Havengebied - Indische Buurt,52.37546,4.94386,Private room,2,1,1,3,110.0,2,1125,True,1,3,4.99,False,55.0,220.0,0.06,0.16,0.19,4.99,110.0
2531,29874862,0.7,True,Oud-Noord,52.39956,4.89681,Private room,16,1,20,21,529.0,2,1125,True,0,0,4.890000000000001,True,336.0,1058.0,0.13,0.15,0.28,10.99,528.3561643835617
2532,29897394,0.0,False,Buitenveldert - Zuidas,52.32338,4.86945,Private room,2,1,1,9,95.0,1,1125,True,0,0,0.0,False,47.5,95.0,0.06,0.16,0.16,4.99,95.0
2533,29901220,0.88,True,Centrum-West,52.37206,4.8972,Private room,2,1,1,6,135.0,1,31,True,0,11,4.86,False,67.5,135.0,0.07,0.24,0.2,4.99,141.46301369863014
2534,29913161,0.37,False,De Pijp - Rivierenbuurt,52.35045,4.89747,Entire home/apt,2,1,1,6,140.0,2,1125,True,0,1,4.94,False,70.0,280.0,0.07,0.11,0.16,4.99,142.55068493150685
2535,29914252,1.0,False,Geuzenveld - Slotermeer,52.38388,4.78787,Entire home/apt,2,1,1,6,71.0,1,365,True,15,0,4.39,True,35.5,71.0,0.05,0.08,0.15,2.99,77.16712328767123
2536,29919168,1.0,True,Watergraafsmeer,52.353,4.93819,Private room,2,1,2,8,99.0,3,14,True,4,1,4.97,False,49.5,297.0,0.05,0.14,0.15,4.99,109.8986301369863
2537,29919544,1.0,True,Watergraafsmeer,52.35229,4.93761,Private room,2,1,1,3,100.0,3,1125,True,7,1,4.96,False,50.0,300.0,0.05,0.15,0.18,4.99,105.55068493150685
2538,29923896,0.88,True,Centrum-West,52.37988,4.88459,Private room,2,1,1,7,139.0,1,1125,True,5,6,4.89,True,69.5,139.0,0.06,0.13,0.21,4.99,128.5205479452055
2539,29953708,0.25,False,De Pijp - Rivierenbuurt,52.3578,4.90303,Entire home/apt,4,2,2,13,457.0,3,1125,True,10,0,4.37,True,114.25,1371.0,0.08,0.29,0.22,10.99,356.63013698630135
2540,29959998,0.0,False,De Pijp - Rivierenbuurt,52.34282,4.8952,Entire home/apt,2,1,2,4,130.0,20,1125,True,0,0,5.0,False,65.0,2600.0,0.06,0.12,0.2,4.99,130.0
2541,29961732,0.06,False,De Pijp - Rivierenbuurt,52.35477,4.89571,Entire home/apt,4,2,4,9,231.0,3,8,True,0,0,5.0,False,57.75,693.0,0.06,0.23,0.22,4.99,250.68493150684932
2542,30026596,0.8300000000000001,False,Oostelijk Havengebied - Indische Buurt,52.36451,4.93759,Entire home/apt,2,1,1,5,103.0,2,3,True,1,1,4.71,False,51.5,206.0,0.05,0.17,0.18,4.99,100.05479452054794
2543,30030055,0.2,False,Oud-Oost,52.358418,4.924475,Entire home/apt,2,1,1,8,189.0,2,20,True,1,0,5.0,False,94.5,378.0,0.05,0.15,0.25,4.99,189.5013698630137
2544,30041153,1.0,True,Westerpark,52.38939,4.88606,Private room,4,1,2,6,170.0,2,1125,True,3,5,4.88,False,42.5,340.0,0.07,0.21,0.21,4.99,170.07123287671232
2545,30041745,1.0,False,De Baarsjes - Oud-West,52.37002,4.85277,Private room,2,1,1,2,79.0,3,1125,True,20,3,4.26,True,39.5,237.0,0.05,0.13,0.14,4.99,94.52054794520548
2546,30042149,1.0,False,De Baarsjes - Oud-West,52.37039,4.85395,Private room,2,1,1,4,78.0,3,1125,True,7,1,4.32,True,39.0,234.0,0.05,0.09,0.15,4.99,94.13698630136986
2547,30089759,1.0,False,Bos en Lommer,52.37645,4.84566,Entire home/apt,2,1,1,6,100.0,2,1125,True,0,0,4.79,False,50.0,200.0,0.07,0.1,0.19,4.99,110.77534246575343
2548,30100534,1.0,True,Oud-Oost,52.35981,4.91453,Private room,1,1,1,4,65.0,2,5,True,3,3,4.640000000000001,False,65.0,130.0,0.06,0.14,0.16,2.99,64.54794520547945
2549,30108002,0.67,False,Noord-Oost,52.40935,4.92851,Entire home/apt,4,2,3,6,179.0,3,30,True,0,1,5.0,False,44.75,537.0,0.08,0.17,0.24,4.99,183.41095890410958
2550,30123385,0.13,False,Oostelijk Havengebied - Indische Buurt,52.37683,4.9264,Private room,1,1,1,4,79.0,1,92,True,0,0,5.0,False,79.0,79.0,0.06,0.1,0.16,4.99,87.26575342465753
2551,30140860,0.55,False,Zuid,52.35372,4.87803,Private room,2,1,1,10,120.0,3,1125,True,0,4,4.89,False,60.0,360.0,0.07,0.09,0.14,4.99,122.94794520547946
2552,30141051,0.52,False,Zuid,52.35493,4.88012,Private room,2,1,1,9,108.0,3,31,True,1,2,4.89,False,54.0,324.0,0.07,0.15,0.16,4.99,116.73424657534247
2553,30169743,0.63,False,Centrum-Oost,52.3712,4.911,Entire home/apt,6,3,3,30,757.0,1,1125,True,19,1,3.5700000000000003,True,126.17,757.0,0.09,0.29,0.29,10.99,678.8493150684932
2554,30177899,0.7400000000000001,False,Zuid,52.35618,4.85146,Entire home/apt,2,1,1,12,195.0,1,14,True,1,2,4.5,False,97.5,195.0,0.07,0.24,0.24,4.99,193.68493150684932
2555,30202932,1.0,True,De Baarsjes - Oud-West,52.36639,4.8601,Private room,2,1,2,1,75.0,3,1125,True,0,5,4.88,True,37.5,225.0,0.06,0.12,0.16,4.99,75.06849315068493
2556,30244717,1.0,False,De Aker - Nieuw Sloten,52.33299,4.80352,Entire home/apt,2,1,2,6,88.0,1,90,True,0,6,4.77,True,44.0,88.0,0.06,0.07,0.15,4.99,110.27397260273973
2557,30250279,0.53,False,Centrum-Oost,52.37103,4.91205,Private room,4,1,4,13,210.0,2,20,True,10,3,4.48,True,52.5,420.0,0.09,0.22,0.2,4.99,197.2986301369863
2558,30251394,0.88,False,De Baarsjes - Oud-West,52.36489,4.86007,Entire home/apt,2,1,1,12,178.0,3,22,True,3,1,5.0,False,89.0,534.0,0.06,0.19,0.19,4.99,156.16164383561645
2559,30261748,1.0,True,Oud-Oost,52.35585,4.9094,Private room,4,1,2,7,162.0,3,30,True,3,3,4.69,False,40.5,486.0,0.09,0.15,0.19,4.99,181.02739726027397
2560,30264925,0.6699999999999999,True,Centrum-West,52.37252,4.89583,Private room,2,1,1,9,136.0,2,1125,True,4,4,4.71,True,68.0,272.0,0.05,0.16,0.15,4.99,135.6986301369863
2561,30265278,1.0,True,Centrum-West,52.37106,4.89581,Private room,2,1,1,9,136.0,1,1125,True,0,4,4.79,True,68.0,136.0,0.08,0.17,0.14,4.99,135.56164383561645
2562,30282572,0.44,False,De Baarsjes - Oud-West,52.37284,4.87271,Entire home/apt,2,1,2,3,131.0,3,1125,True,0,3,4.95,False,65.5,393.0,0.07,0.18,0.19,4.99,125.10958904109589
2563,30289771,0.75,False,De Baarsjes - Oud-West,52.36779,4.85723,Entire home/apt,2,1,1,9,180.0,2,1125,True,0,0,4.93,False,90.0,360.0,0.07,0.22,0.23,4.99,180.0
2564,30316474,1.0,True,Noord-Oost,52.38324,4.96243,Private room,3,1,3,8,99.0,1,1125,True,0,1,4.84,True,33.0,99.0,0.06,0.12,0.14,4.99,116.69041095890411
2565,30356862,0.85,False,Centrum-West,52.37318,4.88985,Entire home/apt,5,3,2,14,446.0,3,90,True,18,1,4.42,True,89.2,1338.0,0.11,0.2,0.28,10.99,465.43835616438355
2566,30359891,0.0,False,Zuid,52.35697,4.85934,Entire home/apt,4,2,2,7,195.0,4,30,True,1,0,4.92,False,48.75,780.0,0.06,0.15,0.21,4.99,195.0
2567,30371430,0.68,False,Westerpark,52.37831,4.86941,Entire home/apt,3,2,1,3,120.0,3,1125,True,6,0,4.67,False,40.0,360.0,0.07,0.17,0.2,4.99,120.73972602739725
2568,30374406,1.0,True,Centrum-Oost,52.37115,4.91163,Private room,2,1,1,5,141.0,2,1125,True,5,3,4.85,True,70.5,282.0,0.05,0.1,0.16,4.99,113.83561643835617
2569,30394912,0.52,False,Centrum-West,52.38075,4.88625,Private room,2,1,1,22,557.0,3,30,True,8,0,4.4799999999999995,True,278.5,1671.0,0.1,0.17,0.36,10.99,468.77260273972604
2570,30395086,1.0,False,Oud-Noord,52.39706,4.90492,Entire home/apt,4,2,3,18,426.0,1,1125,True,1,0,3.38,True,106.5,426.0,0.1,0.21,0.34,10.99,492.2904109589041
2571,30418746,0.81,True,Centrum-West,52.38176,4.88554,Private room,2,1,1,8,136.0,1,1125,True,6,6,4.87,True,68.0,136.0,0.06,0.2,0.17,4.99,129.82191780821918
2572,30442884,1.0,False,De Baarsjes - Oud-West,52.36612,4.8634,Entire home/apt,2,1,1,10,118.0,2,65,True,0,0,4.43,True,59.0,236.0,0.08,0.12,0.21,4.99,118.0
2573,30453053,0.75,False,Oostelijk Havengebied - Indische Buurt,52.36422,4.93679,Entire home/apt,2,1,3,3,130.0,5,30,True,0,0,4.83,False,65.0,650.0,0.06,0.17,0.17,4.99,136.47123287671232
2574,30456037,0.43,False,De Pijp - Rivierenbuurt,52.35276,4.89862,Entire home/apt,4,2,3,3,120.0,6,18,True,0,0,5.0,False,30.0,720.0,0.08,0.19,0.18,4.99,139.2054794520548
2575,30461243,1.0,False,Zuid,52.34902,4.87893,Private room,2,1,1,1,78.0,1,90,True,2,6,4.9,False,39.0,78.0,0.06,0.11,0.16,4.99,90.05753424657534
2576,30464560,1.0,False,Oostelijk Havengebied - Indische Buurt,52.3593,4.93622,Entire home/apt,2,1,2,3,88.0,2,50,True,0,1,5.0,False,44.0,176.0,0.05,0.1,0.14,4.99,122.33424657534246
2577,30467382,0.24,False,Zuid,52.35438,4.86322,Entire home/apt,6,3,4,23,650.0,3,7,True,0,0,4.28,True,108.33,1950.0,0.13,0.27,0.3,10.99,654.6575342465753
2578,30504115,1.0,True,Oud-Oost,52.36264,4.92591,Private room,2,1,1,4,104.0,1,5,True,0,0,4.98,False,52.0,104.0,0.06,0.17,0.19,4.99,100.26301369863013
2579,30505312,0.1,False,Oud-Noord,52.39614,4.91603,Entire home/apt,4,2,1,5,138.0,2,1125,True,1,0,4.87,False,34.5,276.0,0.07,0.11,0.18,4.99,159.7780821917808
2580,30551730,1.0,True,De Pijp - Rivierenbuurt,52.3544,4.88679,Private room,4,1,3,5,359.0,2,1125,True,7,8,4.98,True,89.75,718.0,0.09,0.15,0.21,4.99,342.2191780821918
2581,30685379,0.15999999999999998,False,De Pijp - Rivierenbuurt,52.3566,4.88916,Shared room,1,1,2,8,45.0,1,1125,True,0,0,4.37,True,45.0,45.0,0.1,0.1,0.13,0.99,45.00547945205479
2582,30705618,0.31,False,Westerpark,52.38258,4.87104,Entire home/apt,3,2,1,9,144.0,2,1125,True,0,1,5.0,True,48.0,288.0,0.07,0.23,0.2,4.99,144.0
2583,30708651,0.2,False,Westerpark,52.3738,4.87311,Entire home/apt,4,2,2,6,250.0,1,28,True,0,0,4.87,False,62.5,250.0,0.11,0.19,0.3,4.99,250.0
2584,30723226,0.32,False,Centrum-West,52.38194,4.88528,Private room,2,1,1,4,90.0,2,1125,True,6,3,4.79,False,45.0,180.0,0.07,0.11,0.15,4.99,104.63835616438357
2585,30733364,0.9,False,Oud-Noord,52.3998,4.91349,Entire home/apt,2,1,1,8,100.0,2,7,True,0,0,4.83,False,50.0,200.0,0.09,0.15,0.15,4.99,100.0
2586,30757070,1.0,False,Noord-Oost,52.38883,4.95662,Entire home/apt,4,2,5,7,177.0,3,30,True,0,0,4.82,True,44.25,531.0,0.08,0.16,0.19,4.99,177.0
2587,30762384,1.0,True,Centrum-Oost,52.37695,4.90782,Entire home/apt,4,2,2,8,274.0,1,1125,True,10,5,4.87,True,68.5,274.0,0.05,0.29,0.25,4.99,535.0410958904109
2588,30762441,0.9199999999999999,True,Centrum-Oost,52.37847,4.90756,Entire home/apt,5,3,3,15,473.0,1,1125,True,11,25,4.05,True,94.6,473.0,0.15,0.25,0.26,10.99,644.1205479452054
2589,30765293,0.71,False,Noord-West,52.40417,4.91631,Entire home/apt,4,2,2,5,120.0,3,10,True,0,0,5.0,False,30.0,360.0,0.06,0.14,0.19,4.99,120.0
2590,30770374,1.0,False,Centrum-West,52.3797,4.88452,Private room,4,1,2,9,156.0,2,1125,True,0,5,4.58,True,39.0,312.0,0.07,0.13,0.16,4.99,178.9890410958904
2591,30783775,0.59,False,Zuid,52.35184,4.85199,Hotel room,2,1,1,4,204.0,1,1125,True,12,3,4.78,True,102.0,204.0,0.11,0.21,0.31,4.99,215.57260273972602
2592,30808063,0.52,False,Centrum-Oost,52.36045,4.89855,Private room,2,1,1,4,145.0,2,1125,True,1,6,4.51,True,72.5,290.0,0.06,0.14,0.2,4.99,138.7013698630137
2593,30809788,0.52,False,De Pijp - Rivierenbuurt,52.35706,4.89984,Private room,2,1,1,5,115.0,1,37,True,6,4,4.7,False,57.5,115.0,0.07,0.11,0.17,4.99,117.20821917808219
2594,30812596,0.79,True,Centrum-Oost,52.3694,4.93222,Private room,4,1,3,4,124.0,2,15,True,2,8,4.96,True,31.0,248.0,0.06,0.14,0.2,4.99,154.2082191780822
2595,30814294,0.96,False,De Baarsjes - Oud-West,52.36535,4.87496,Shared room,2,1,1,17,288.0,2,90,True,2,4,4.85,False,144.0,576.0,0.06,0.21,0.26,4.99,295.7753424657534
2596,30823357,0.87,True,Centrum-Oost,52.37208,4.91191,Private room,2,1,1,10,156.0,2,1125,True,5,3,4.72,True,78.0,312.0,0.06,0.21,0.22,4.99,139.0958904109589
2597,30844610,0.62,False,Bos en Lommer,52.37563,4.83712,Entire home/apt,2,1,1,6,156.0,2,1125,True,22,3,4.85,False,78.0,312.0,0.08,0.19,0.18,4.99,155.0082191780822
2598,30855167,0.4,False,Bos en Lommer,52.37944,4.85925,Entire home/apt,4,2,2,1,130.0,7,30,True,0,0,4.86,False,32.5,910.0,0.05,0.12,0.18,4.99,130.0
2599,30872076,0.0,False,De Pijp - Rivierenbuurt,52.35726,4.88758,Entire home/apt,2,1,1,7,150.0,4,25,True,7,0,4.72,False,75.0,600.0,0.07,0.09,0.18,4.99,153.3972602739726
2600,30901852,0.96,False,De Pijp - Rivierenbuurt,52.35161,4.89049,Entire home/apt,2,1,1,3,94.0,7,7,True,0,0,4.87,True,47.0,658.0,0.06,0.11,0.15,4.99,94.0
2601,30905786,0.78,True,Centrum-West,52.37317,4.88255,Hotel room,2,1,1,6,179.0,2,1125,True,0,1,5.0,False,89.5,358.0,0.06,0.18,0.18,4.99,223.7780821917808
2602,30905979,0.68,True,Centrum-West,52.37372,4.88074,Hotel room,2,1,1,10,172.0,2,1125,True,0,2,4.98,False,86.0,344.0,0.06,0.2,0.19,4.99,202.83287671232875
2603,30928188,0.88,True,Centrum-Oost,52.37557,4.92019,Entire home/apt,4,2,3,17,325.0,2,14,True,3,3,4.91,True,81.25,650.0,0.12,0.06,0.08,4.99,344.7095890410959
2604,30930837,0.8800000000000001,False,Centrum-West,52.37307,4.87538,Entire home/apt,2,1,1,7,105.0,2,1125,True,0,0,4.89,False,52.5,210.0,0.07,0.09,0.19,4.99,173.28493150684932
2605,30933786,0.56,False,Westerpark,52.38236,4.86899,Entire home/apt,4,2,2,11,190.0,4,1125,True,0,0,4.9,False,47.5,760.0,0.07,0.15,0.21,4.99,190.0
2606,30946085,1.0,False,Centrum-West,52.36847,4.8876,Entire home/apt,4,2,4,12,297.0,3,1125,True,0,1,5.0,False,74.25,891.0,0.13,0.32,0.26,4.99,425.786301369863
