,id,host_acceptance_rate,host_is_superhost,neighbourhood,latitude,longitude,room_type,accommodates,bedrooms,beds,amenities,price_in_dollar_x,minimum_nights,maximum_nights,has_availability,availability_30,number_of_reviews_l30d,review_scores_rating,instant_bookable,price_per_person,minimum_price,discount_per_5_days_booked,discount_per_10_days_booked,discount_per_30_and_more_days_booked,service_cost,price_in_dollar_y
403,2211896,0.73,True,De Pijp - Rivierenbuurt,52.35198,4.90531,Private room,2,1,1,4,96.0,1,30,True,1,5,4.76,False,48.0,96.0,0.04,0.13,0.16,4.99,78.24109589041096
404,2224903,0.67,False,Oud-Oost,52.35639,4.91596,Entire home/apt,4,2,4,9,225.0,3,3,True,0,1,4.13,False,56.25,675.0,0.08,0.14,0.25,4.99,221.08219178082192
405,2235666,0.010000000000000009,False,Oud-Noord,52.39333,4.91358,Entire home/apt,4,2,5,9,160.0,2,2,True,2,2,4.85,False,40.0,320.0,0.08,0.16,0.21,4.99,186.07945205479453
406,2235708,0.6799999999999999,False,De Pijp - Rivierenbuurt,52.35442,4.89877,Entire home/apt,2,1,1,4,139.0,6,1124,True,0,0,4.81,False,69.5,834.0,0.07,0.12,0.21,4.99,177.35616438356163
407,2255109,0.91,False,Oostelijk Havengebied - Indische Buurt,52.37156,4.9438,Entire home/apt,4,2,5,6,231.0,3,1125,True,0,0,4.75,False,57.75,693.0,0.11,0.27,0.23,4.99,236.1095890410959
408,2272303,1.0,False,De Pijp - Rivierenbuurt,52.35489,4.89739,Entire home/apt,4,2,4,13,329.0,2,1125,True,3,0,4.46,True,82.25,658.0,0.11,0.21,0.21,4.99,328.54794520547944
409,2344785,1.0,True,De Baarsjes - Oud-West,52.3663,4.87769,Private room,4,1,2,7,240.0,3,1001,True,2,4,4.89,False,60.0,720.0,0.08,0.12,0.22,4.99,215.15616438356165
410,2368869,0.6,False,Centrum-West,52.38428,4.88636,Entire home/apt,4,2,2,4,250.0,3,30,True,0,0,4.82,True,62.5,750.0,0.11,0.26,0.25,4.99,262.32876712328766
411,2376883,0.0,False,Centrum-West,52.38351,4.88368,Private room,2,1,2,11,179.0,3,7,True,0,0,5.0,True,89.5,537.0,0.07,0.19,0.16,4.99,181.27397260273972
412,2384332,0.64,False,Centrum-West,52.36693,4.88522,Entire home/apt,3,2,2,13,300.0,3,30,True,0,0,4.96,False,100.0,900.0,0.1,0.3,0.13,4.99,300.0
413,2388275,1.0,False,De Baarsjes - Oud-West,52.36556,4.85074,Entire home/apt,2,1,1,10,250.0,3,30,True,3,0,4.8,False,125.0,750.0,0.1,0.13,0.3,4.99,250.0
414,2400486,0.73,False,Slotervaart,52.35646,4.83178,Entire home/apt,2,1,1,4,130.0,4,7,True,0,2,4.89,False,65.0,520.0,0.09,0.16,0.2,4.99,130.0
415,2419757,0.64,False,Westerpark,52.38255,4.87069,Entire home/apt,3,2,2,15,185.0,1,40,True,0,0,4.8,True,61.67,185.0,0.08,0.1,0.19,4.99,185.0
416,2429334,0.8200000000000001,False,Centrum-West,52.37853,4.89008,Private room,2,1,1,4,166.0,2,1125,True,2,2,4.66,True,83.0,332.0,0.07,0.15,0.22,4.99,154.72602739726028
417,2434568,0.89,False,Zuid,52.35092,4.84941,Entire home/apt,4,2,3,7,214.0,2,1125,True,0,0,4.78,False,53.5,428.0,0.09,0.16,0.24,4.99,216.586301369863
418,2435572,0.8799999999999999,True,Centrum-West,52.380775,4.888254,Private room,2,1,1,4,125.0,3,30,True,4,7,4.79,False,62.5,375.0,0.07,0.18,0.12,4.99,103.69041095890411
419,2450249,0.97,False,Westerpark,52.3807,4.86743,Entire home/apt,4,2,7,14,386.0,2,14,True,0,0,4.63,False,96.5,772.0,0.1,0.16,0.19,4.99,385.45205479452056
420,2455913,0.52,False,Centrum-Oost,52.35937,4.89756,Entire home/apt,2,1,1,9,225.0,3,1125,True,0,1,4.88,False,112.5,675.0,0.08,0.21,0.3,4.99,232.58904109589042
421,2469007,0.25,False,De Baarsjes - Oud-West,52.36948,4.86822,Entire home/apt,4,2,2,11,400.0,3,1125,True,0,0,4.74,True,100.0,1200.0,0.08,0.19,0.22,10.99,400.0
422,2471617,0.49,True,Centrum-Oost,52.37369,4.90379,Entire home/apt,4,2,3,5,144.0,3,1125,True,0,9,4.95,False,36.0,432.0,0.05,0.21,0.21,4.99,142.60821917808218
423,2474754,0.0,False,Centrum-West,52.37914,4.88491,Entire home/apt,2,1,1,10,255.0,5,1125,True,16,1,4.6,False,127.5,1275.0,0.1,0.25,0.22,4.99,255.0
424,2476314,0.0,False,Oud-Oost,52.35363,4.91644,Entire home/apt,5,3,2,10,170.0,12,1125,True,0,0,5.0,False,34.0,2040.0,0.07,0.26,0.19,4.99,170.0
425,2477880,1.0,False,Centrum-West,52.3823,4.88576,Private room,2,1,2,8,94.0,1,6,True,1,5,4.7,False,47.0,94.0,0.05,0.13,0.16,4.99,97.47945205479452
426,2478937,0.75,True,Centrum-West,52.37236,4.89688,Private room,2,1,1,8,116.0,2,1125,True,3,7,4.73,False,58.0,232.0,0.07,0.15,0.16,4.99,107.4931506849315
427,2480621,0.8999999999999999,True,Centrum-West,52.37674,4.89224,Private room,2,1,1,5,95.0,2,4,True,3,2,4.84,False,47.5,190.0,0.04,0.11,0.16,4.99,95.0
428,2497346,1.0,True,Zuid,52.35772,4.88034,Private room,3,1,2,6,133.0,1,30,True,1,11,4.63,False,44.33,133.0,0.05,0.16,0.19,4.99,147.7178082191781
429,2514858,0.76,True,De Pijp - Rivierenbuurt,52.34965,4.89403,Private room,2,1,1,1,88.0,2,1125,True,2,3,4.97,False,44.0,176.0,0.06,0.12,0.15,4.99,88.71506849315068
430,2529643,1.0,False,Oostelijk Havengebied - Indische Buurt,52.37515,4.94627,Private room,2,1,1,11,155.0,1,1125,True,8,0,4.82,True,77.5,155.0,0.08,0.12,0.22,4.99,133.2027397260274
431,2534166,0.84,False,Bos en Lommer,52.38414,4.85433,Private room,2,1,1,6,65.0,3,30,True,0,0,4.7,False,32.5,195.0,0.06,0.13,0.15,2.99,60.75342465753425
432,2551330,1.0,True,Slotervaart,52.3695,4.83711,Private room,3,1,2,1,100.0,2,1125,True,0,0,4.84,True,33.33,200.0,0.06,0.11,0.14,4.99,100.0
433,2573607,0.0,False,Centrum-West,52.37617,4.87724,Entire home/apt,2,1,1,5,99.0,3,1125,True,0,0,4.79,False,49.5,297.0,0.04,0.12,0.16,4.99,99.0
434,2581386,0.0,False,Zuid,52.35296,4.88243,Entire home/apt,5,3,3,8,234.0,2,28,True,0,0,4.96,False,46.8,468.0,0.09,0.15,0.27,4.99,269.5780821917808
435,2623099,1.0,False,De Baarsjes - Oud-West,52.36807,4.87636,Private room,2,1,1,9,117.0,3,14,True,7,1,4.8,True,58.5,351.0,0.08,0.22,0.16,4.99,119.04931506849314
436,2633912,1.1102230246251565e-16,False,Centrum-West,52.38308,4.88416,Entire home/apt,2,1,1,9,136.0,3,4,True,0,0,4.92,False,68.0,408.0,0.06,0.11,0.18,4.99,136.0
437,2638552,0.99,False,Gaasperdam - Driemond,52.31182,5.00063,Private room,2,1,1,4,87.0,1,1125,True,9,5,4.53,True,43.5,87.0,0.04,0.12,0.16,4.99,93.74520547945205
438,2638773,1.0,False,Watergraafsmeer,52.35216,4.92835,Entire home/apt,4,2,3,11,300.0,5,15,True,0,0,4.88,True,75.0,1500.0,0.08,0.26,0.36,4.99,308.8821917808219
439,2639206,0.99,False,Gaasperdam - Driemond,52.31217,4.99983,Hotel room,2,1,1,6,98.0,1,1125,True,17,3,4.62,True,49.0,98.0,0.05,0.12,0.15,4.99,98.0
440,2639773,0.6599999999999999,True,Centrum-West,52.36955,4.88113,Private room,2,1,1,8,137.0,3,30,True,0,7,4.74,True,68.5,411.0,0.06,0.13,0.18,4.99,146.67945205479452
441,2647365,0.99,False,Gaasperdam - Driemond,52.31226,4.99838,Hotel room,2,1,1,5,98.0,1,1125,True,17,5,4.71,True,49.0,98.0,0.07,0.09,0.16,4.99,98.0
442,2648251,0.9099999999999999,True,Bos en Lommer,52.37673,4.84669,Entire home/apt,4,2,2,1,130.0,4,1125,True,1,2,4.72,False,32.5,520.0,0.06,0.11,0.21,4.99,130.86301369863014
443,2667413,0.58,False,Noord-Oost,52.38517,4.9561,Entire home/apt,6,3,8,13,239.0,4,14,True,0,0,4.79,True,39.83,956.0,0.09,0.22,0.26,4.99,239.65753424657535
444,2668398,0.6,False,De Baarsjes - Oud-West,52.3634,4.85335,Entire home/apt,3,2,3,8,150.0,3,6,True,2,2,4.9,False,50.0,450.0,0.09,0.16,0.18,4.99,147.53424657534248
445,2682113,0.6,False,Bos en Lommer,52.37935,4.85477,Entire home/apt,3,2,2,6,215.0,2,30,True,21,0,5.0,False,71.67,430.0,0.07,0.17,0.22,4.99,228.86301369863014
446,2697739,0.9500000000000001,False,De Baarsjes - Oud-West,52.36861,4.8553,Entire home/apt,4,2,4,12,281.0,3,1125,True,0,0,4.93,False,70.25,843.0,0.14,0.18,0.21,4.99,284.52054794520546
447,2704035,0.24,False,Zuid,52.35612,4.88026,Entire home/apt,4,2,4,14,250.0,2,21,True,0,0,5.0,False,62.5,500.0,0.15,0.2,0.26,4.99,250.0
448,2705165,1.0,True,Oud-Noord,52.39519,4.91041,Entire home/apt,12,6,12,16,407.0,2,355,True,4,2,4.26,True,33.92,814.0,0.07,0.2,0.21,10.99,468.0821917808219
449,2708863,0.5,False,De Baarsjes - Oud-West,52.36409,4.84923,Entire home/apt,4,2,3,9,295.0,5,365,True,1,2,4.84,False,73.75,1475.0,0.13,0.15,0.23,4.99,282.47945205479454
450,2719038,1.0,True,Noord-Oost,52.39567,5.0052,Entire home/apt,2,1,1,6,114.0,1,5,True,8,5,4.91,False,57.0,114.0,0.07,0.15,0.21,4.99,114.0
451,2739228,0.99,True,Centrum-West,52.37911,4.89349,Private room,1,1,1,5,82.0,3,1125,True,0,0,4.68,False,82.0,246.0,0.05,0.1,0.15,4.99,81.84931506849315
452,2741939,1.0,False,Oud-Oost,52.35588,4.92776,Entire home/apt,4,2,2,8,192.0,2,30,True,1,1,4.94,False,48.0,384.0,0.07,0.14,0.15,4.99,198.44931506849315
453,2761156,1.0,True,Slotervaart,52.36309,4.84393,Private room,2,1,1,3,50.0,2,30,True,4,6,4.239999999999999,True,25.0,100.0,0.06,0.08,0.15,2.99,59.42739726027397
454,2763037,0.97,True,Centrum-West,52.37514,4.88916,Private room,3,1,2,6,142.0,2,1125,True,1,11,4.79,False,47.33,284.0,0.07,0.09,0.2,4.99,158.2054794520548
455,2763386,1.0,True,Slotervaart,52.36173,4.8454,Private room,2,1,1,5,55.0,2,30,True,4,4,4.27,True,27.5,110.0,0.05,0.1,0.16,2.99,60.57534246575342
456,2780062,0.5700000000000001,True,Centrum-Oost,52.36124,4.89053,Private room,2,1,2,6,136.0,2,1125,True,4,6,4.83,True,68.0,272.0,0.06,0.21,0.12,4.99,136.15068493150685
457,2788545,0.36,False,Oostelijk Havengebied - Indische Buurt,52.36402,4.93394,Entire home/apt,4,2,2,3,185.0,5,20,True,0,0,4.9,False,46.25,925.0,0.09,0.17,0.18,4.99,185.0
458,2797128,1.0,False,Noord-West,52.40613,4.92436,Entire home/apt,4,2,3,4,140.0,3,20,True,0,0,4.5,True,35.0,420.0,0.06,0.18,0.18,4.99,181.2
459,2800120,0.5399999999999999,True,Centrum-Oost,52.363968,4.885711,Private room,2,1,1,9,150.0,2,1125,True,1,6,4.86,False,75.0,300.0,0.08,0.19,0.12,4.99,144.17260273972602
460,2829553,0.64,False,De Pijp - Rivierenbuurt,52.34926,4.88719,Entire home/apt,2,1,1,5,200.0,100,100,True,30,0,4.93,False,100.0,20000.0,0.07,0.22,0.32,4.99,200.0
461,2830788,1.0,True,Oud-Oost,52.35035,4.91362,Private room,2,1,1,2,107.0,3,180,True,4,1,4.9,False,53.5,321.0,0.06,0.16,0.17,4.99,108.2958904109589
462,2842228,0.78,False,Noord-Oost,52.39508,4.99186,Private room,3,1,3,6,87.0,2,1125,True,15,1,4.61,False,29.0,174.0,0.07,0.14,0.15,4.99,87.0
463,2853285,1.0,False,De Baarsjes - Oud-West,52.36491,4.86102,Private room,2,1,2,5,133.0,1,1125,True,3,2,4.58,True,66.5,133.0,0.06,0.05,0.18,4.99,244.35068493150686
464,2861667,1.0,False,De Baarsjes - Oud-West,52.36714,4.86019,Private room,2,1,2,3,138.0,1,1125,True,9,9,4.59,True,69.0,138.0,0.06,0.11,0.18,4.99,263.6657534246575
465,2871016,0.0,False,Centrum-West,52.38009,4.88874,Entire home/apt,4,2,1,5,180.0,2,30,True,1,0,4.89,False,45.0,360.0,0.08,0.15,0.15,4.99,194.4082191780822
466,2892186,0.8,False,Oostelijk Havengebied - Indische Buurt,52.36307,4.94322,Entire home/apt,2,1,1,7,165.0,3,28,True,0,2,4.89,False,82.5,495.0,0.07,0.18,0.2,4.99,165.0
467,2902819,0.71,False,Centrum-Oost,52.37067,4.90373,Entire home/apt,2,1,1,13,260.0,3,30,True,0,0,4.97,False,130.0,780.0,0.13,0.13,0.16,4.99,260.0
468,2912309,0.78,False,De Pijp - Rivierenbuurt,52.35326,4.90668,Entire home/apt,4,2,2,8,200.0,3,30,True,0,0,4.95,False,50.0,600.0,0.12,0.22,0.27,4.99,239.6164383561644
469,2921938,0.38,False,De Baarsjes - Oud-West,52.36492,4.85908,Entire home/apt,3,2,4,5,170.0,4,1125,True,3,0,4.91,False,56.67,680.0,0.09,0.14,0.14,4.99,198.57534246575344
470,2942229,1.0,False,Bijlmer-Oost,52.32613,4.97748,Private room,2,1,1,5,65.0,2,60,True,0,2,4.609999999999999,True,32.5,130.0,0.06,0.09,0.14,2.99,65.0
471,2955804,0.75,False,Westerpark,52.37486,4.87437,Entire home/apt,2,1,1,4,155.0,3,28,True,0,0,4.8,True,77.5,465.0,0.09,0.19,0.21,4.99,155.0
472,2956140,0.52,False,De Pijp - Rivierenbuurt,52.35593,4.90072,Private room,2,1,1,7,125.0,3,14,True,7,2,4.79,False,62.5,375.0,0.05,0.14,0.19,4.99,125.0
473,2965812,0.5,False,IJburg - Zeeburgereiland,52.36091,4.97497,Entire home/apt,4,2,2,4,160.0,5,5,True,4,1,4.95,False,40.0,800.0,0.08,0.2,0.15,4.99,160.0
474,2976795,1.0,True,Oud-Noord,52.39984,4.92056,Entire home/apt,2,1,1,8,145.0,1,31,True,4,6,4.83,True,72.5,145.0,0.06,0.17,0.19,4.99,145.0
475,2977065,0.16999999999999998,False,Centrum-West,52.37615,4.89001,Entire home/apt,2,1,1,25,700.0,3,21,True,0,1,4.7,True,350.0,2100.0,0.08,0.14,0.27,10.99,700.0
476,2981842,1.0,False,De Baarsjes - Oud-West,52.36623,4.85891,Private room,2,1,1,9,212.0,1,1125,True,12,0,4.56,True,106.0,212.0,0.08,0.21,0.21,4.99,369.4246575342466
477,2981853,1.0,False,De Baarsjes - Oud-West,52.36689,4.85891,Private room,2,1,2,10,139.0,1,99,True,8,0,4.63,True,69.5,139.0,0.07,0.16,0.15,4.99,252.0027397260274
478,2981861,1.0,False,De Baarsjes - Oud-West,52.36568,4.85883,Private room,2,1,1,10,128.0,1,1125,True,7,1,4.56,True,64.0,128.0,0.07,0.09,0.15,4.99,244.35068493150686
479,2981875,1.0,False,De Baarsjes - Oud-West,52.36519,4.86058,Private room,2,1,1,5,190.0,1,1125,True,7,0,4.4,True,95.0,190.0,0.08,0.21,0.2,4.99,324.1890410958904
480,2984018,1.0,False,De Baarsjes - Oud-West,52.36556,4.85867,Private room,2,1,1,2,138.0,1,1125,True,5,0,4.4,True,69.0,138.0,0.05,0.16,0.14,4.99,263.6657534246575
481,2985952,0.17,False,Oud-Oost,52.35507,4.9114,Entire home/apt,2,1,1,4,99.0,5,30,True,1,0,4.88,False,49.5,495.0,0.04,0.09,0.16,4.99,99.0
482,3003918,0.06999999999999995,False,De Pijp - Rivierenbuurt,52.34329,4.89392,Entire home/apt,2,1,1,11,175.0,2,1125,True,0,0,4.78,False,87.5,350.0,0.08,0.21,0.19,4.99,175.0
483,3003987,0.6000000000000001,False,Centrum-Oost,52.36404,4.91228,Private room,2,1,1,1,102.0,2,1125,True,2,2,4.95,False,51.0,204.0,0.07,0.08,0.18,4.99,102.13424657534246
484,3004400,0.0,False,Oostelijk Havengebied - Indische Buurt,52.36324,4.93476,Entire home/apt,4,2,3,14,250.0,3,28,True,0,0,4.94,False,62.5,750.0,0.1,0.16,0.23,4.99,250.0
485,3036290,0.33,False,Westerpark,52.3852,4.87848,Private room,1,1,1,3,60.0,20,1125,True,11,0,4.22,False,60.0,1200.0,0.03,0.08,0.17,2.99,60.0
486,3036359,1.0,True,Noord-Oost,52.37749,4.97868,Entire home/apt,2,1,1,3,89.0,2,30,True,0,2,4.88,False,44.5,178.0,0.05,0.1,0.15,4.99,89.62465753424658
487,3040900,1.0,False,De Baarsjes - Oud-West,52.3705,4.86328,Entire home/apt,2,1,3,5,130.0,3,30,True,0,0,4.86,False,65.0,390.0,0.07,0.15,0.19,4.99,130.0
488,3048137,1.0,False,Westerpark,52.37234,4.8673,Entire home/apt,2,1,1,5,80.0,3,60,True,0,0,4.67,False,40.0,240.0,0.05,0.11,0.18,4.99,89.78356164383561
489,3087967,0.0,False,Oud-Oost,52.36179,4.92923,Entire home/apt,2,1,1,2,120.0,2,31,True,0,0,4.86,False,60.0,240.0,0.06,0.16,0.15,4.99,120.0
490,3088648,0.7500000000000001,True,Centrum-West,52.37598,4.8931,Private room,3,1,1,4,99.0,2,1125,True,0,0,4.95,False,33.0,198.0,0.05,0.15,0.17,4.99,116.47123287671234
491,3096518,0.88,False,De Baarsjes - Oud-West,52.36695,4.87465,Entire home/apt,4,2,3,17,425.0,1,30,True,0,0,4.390000000000001,True,106.25,425.0,0.1,0.3,0.15,10.99,424.786301369863
492,3099026,0.8499999999999999,True,Centrum-Oost,52.364777,4.908362,Private room,2,1,1,6,110.0,3,1125,True,2,9,4.91,False,55.0,330.0,0.06,0.14,0.18,4.99,110.0
493,3111787,0.7799999999999999,True,Centrum-West,52.3765,4.88313,Private room,2,1,1,6,120.0,3,1125,True,2,1,4.85,False,60.0,360.0,0.07,0.16,0.17,4.99,120.96164383561644
494,3113368,0.88,False,Oud-Noord,52.39246,4.93268,Entire home/apt,4,2,2,8,175.0,3,21,True,0,0,4.92,False,43.75,525.0,0.07,0.1,0.19,4.99,184.86301369863014
495,3120537,1.0,False,De Baarsjes - Oud-West,52.36737,4.86018,Private room,2,1,1,5,134.0,1,1125,True,4,1,4.63,True,67.0,134.0,0.05,0.14,0.15,4.99,252.0027397260274
496,3138594,0.89,False,De Baarsjes - Oud-West,52.36998,4.87264,Entire home/apt,4,2,3,8,200.0,3,15,True,1,0,4.85,False,50.0,600.0,0.09,0.13,0.23,4.99,200.0
497,3150587,1.0,True,Centrum-West,52.37923,4.88309,Entire home/apt,3,2,1,4,120.0,2,1125,True,1,9,4.89,False,40.0,240.0,0.08,0.13,0.14,4.99,129.3013698630137
498,3155284,0.78,False,Noord-Oost,52.41016,4.96369,Private room,2,1,1,2,87.0,2,1125,True,0,4,4.78,False,43.5,174.0,0.04,0.13,0.15,4.99,87.0
499,3163509,0.32000000000000006,False,Centrum-Oost,52.36029,4.90464,Entire home/apt,2,1,3,1,175.0,3,20,True,0,1,4.95,False,87.5,525.0,0.09,0.11,0.14,4.99,175.0
500,3172327,0.2,False,Oud-Oost,52.35746,4.92205,Entire home/apt,4,2,4,7,140.0,5,28,True,0,0,4.95,False,35.0,700.0,0.07,0.2,0.16,4.99,140.0
501,3174322,0.43999999999999995,False,Centrum-West,52.37867,4.88561,Entire home/apt,4,2,2,16,450.0,5,21,True,0,1,4.62,False,112.5,2250.0,0.12,0.26,0.26,10.99,450.0
502,3194778,1.0,True,Westerpark,52.37351,4.87087,Entire home/apt,4,2,5,11,250.0,4,180,True,0,0,4.8,False,62.5,1000.0,0.1,0.25,0.23,4.99,250.1917808219178
503,3206158,0.6,False,Geuzenveld - Slotermeer,52.37746,4.83598,Entire home/apt,4,2,3,13,249.0,3,1125,True,0,0,4.83,False,62.25,747.0,0.06,0.19,0.26,4.99,249.0
504,3209240,0.87,False,Zuid,52.35862,4.88608,Entire home/apt,2,1,2,10,109.0,3,1125,True,2,0,4.83,True,54.5,327.0,0.06,0.13,0.15,4.99,113.84383561643835
505,3225605,0.21000000000000002,False,De Pijp - Rivierenbuurt,52.35678,4.9056,Entire home/apt,4,2,4,19,516.0,3,14,True,3,1,4.36,False,129.0,1548.0,0.08,0.13,0.26,10.99,516.358904109589
506,3235970,0.43000000000000005,False,Centrum-Oost,52.37113,4.91338,Entire home/apt,4,2,4,2,220.0,3,365,True,0,4,4.48,True,55.0,660.0,0.07,0.23,0.25,4.99,222.06849315068493
507,3254077,0.0,False,De Baarsjes - Oud-West,52.36758,4.85489,Entire home/apt,2,1,1,5,100.0,30,30,True,0,0,4.92,False,50.0,3000.0,0.07,0.14,0.17,4.99,100.0
508,3260866,0.59,False,Osdorp,52.35969,4.79162,Entire home/apt,4,2,2,14,250.0,3,1125,True,20,2,4.54,False,62.5,750.0,0.1,0.26,0.2,4.99,250.0
509,3261562,0.07,False,Oostelijk Havengebied - Indische Buurt,52.36306,4.93611,Entire home/apt,2,1,1,5,99.0,4,1125,True,3,0,4.95,False,49.5,396.0,0.04,0.09,0.16,4.99,99.82191780821918
510,3280939,0.22999999999999998,False,Zuid,52.35396,4.87842,Entire home/apt,5,3,4,11,345.0,4,4,True,0,1,4.86,False,69.0,1380.0,0.13,0.23,0.19,4.99,361.26027397260276
511,3282245,0.64,False,Oud-Noord,52.3867,4.91677,Entire home/apt,2,1,1,3,99.0,7,1125,True,0,1,4.86,True,49.5,693.0,0.04,0.13,0.14,4.99,99.0
512,3285009,0.9,False,De Pijp - Rivierenbuurt,52.35127,4.89384,Private room,2,1,1,4,90.0,3,14,True,3,1,4.6,False,45.0,270.0,0.06,0.12,0.14,4.99,84.1945205479452
513,3285500,1.0,False,Oud-Oost,52.35884,4.93462,Entire home/apt,4,2,2,2,225.0,5,30,True,0,0,4.73,True,56.25,1125.0,0.07,0.19,0.25,4.99,225.0
514,3292084,0.78,False,Geuzenveld - Slotermeer,52.38468,4.81532,Private room,2,1,1,12,60.0,2,1125,True,0,0,4.5,False,30.0,120.0,0.05,0.1,0.15,2.99,60.0
515,3294707,1.0,False,Westerpark,52.37544,4.87394,Entire home/apt,4,2,3,19,492.0,2,1125,True,0,0,4.21,True,123.0,984.0,0.1,0.26,0.3,10.99,420.9287671232877
516,3308196,0.95,False,Oud-Noord,52.38777,4.94446,Entire home/apt,4,2,3,3,175.0,3,19,True,0,0,4.77,False,43.75,525.0,0.07,0.16,0.22,4.99,180.9013698630137
517,3310738,1.0,True,De Aker - Nieuw Sloten,52.34238,4.79699,Private room,4,1,2,3,75.0,2,150,True,3,0,4.71,False,18.75,150.0,0.04,0.13,0.16,4.99,90.54794520547945
518,3322840,0.0,False,Zuid,52.35685,4.87343,Entire home/apt,4,2,5,19,399.0,4,4,True,0,1,4.72,False,99.75,1596.0,0.11,0.06,0.3,4.99,399.0
519,3332424,0.02,False,Centrum-West,52.36815,4.88225,Entire home/apt,6,3,6,30,795.0,5,14,True,0,0,4.78,False,132.5,3975.0,0.13,0.17,0.22,10.99,795.0
520,3346620,1.0,False,Noord-Oost,52.40154,4.95282,Private room,1,1,2,3,59.0,2,360,True,6,3,4.34,True,59.0,118.0,0.07,0.08,0.15,2.99,59.13972602739726
521,3347583,0.9099999999999999,True,De Pijp - Rivierenbuurt,52.35796,4.90026,Private room,4,1,2,3,100.0,3,1124,True,0,2,4.94,False,25.0,300.0,0.06,0.19,0.18,4.99,100.0
522,3383408,1.0,True,Centrum-West,52.36641,4.87983,Private room,2,1,1,1,90.0,2,1125,True,3,5,4.7,False,45.0,180.0,0.07,0.14,0.17,4.99,90.0
523,3388764,1.0,True,De Pijp - Rivierenbuurt,52.34718,4.88952,Private room,2,1,1,1,93.0,3,60,True,6,4,4.93,True,46.5,279.0,0.04,0.12,0.16,4.99,83.75342465753425
524,3389300,0.95,False,De Pijp - Rivierenbuurt,52.35206,4.89746,Entire home/apt,2,1,1,4,135.0,6,32,True,0,1,4.89,False,67.5,810.0,0.07,0.19,0.17,4.99,147.56164383561645
525,3407896,0.29,False,Westerpark,52.37418,4.86866,Entire home/apt,4,2,2,6,160.0,3,6,True,0,0,4.54,False,40.0,480.0,0.08,0.19,0.18,4.99,151.54794520547946
526,3408746,0.71,False,Bos en Lommer,52.3745,4.83894,Private room,1,1,1,4,127.0,2,1125,True,4,0,4.77,False,127.0,254.0,0.08,0.16,0.17,4.99,127.0958904109589
527,3413219,0.0,False,Watergraafsmeer,52.35629,4.94228,Entire home/apt,4,2,2,5,150.0,5,1125,True,0,0,5.0,False,37.5,750.0,0.08,0.11,0.24,4.99,150.0
528,3430456,0.5,False,De Baarsjes - Oud-West,52.36099,4.85987,Entire home/apt,2,1,1,5,90.0,6,1125,True,0,0,4.57,False,45.0,540.0,0.05,0.13,0.15,4.99,96.04109589041096
529,3459981,1.0,False,De Baarsjes - Oud-West,52.36347,4.87314,Entire home/apt,4,2,3,5,245.0,3,21,True,2,1,4.98,False,61.25,735.0,0.07,0.21,0.25,4.99,247.13698630136986
530,3461086,0.44,False,Centrum-Oost,52.37296,4.90789,Entire home/apt,4,2,2,11,189.0,3,1125,True,0,0,4.79,False,47.25,567.0,0.08,0.11,0.2,4.99,189.0
531,3492282,0.2,False,De Baarsjes - Oud-West,52.36682,4.87356,Entire home/apt,2,1,1,9,80.0,5,1125,True,1,1,4.78,False,40.0,400.0,0.04,0.12,0.15,4.99,80.0
532,3500433,0.9500000000000001,False,De Baarsjes - Oud-West,52.36604,4.86711,Entire home/apt,4,2,1,12,479.0,3,21,True,11,1,4.79,True,119.75,1437.0,0.13,0.2,0.39,10.99,347.413698630137
533,3501084,0.030000000000000027,False,Centrum-West,52.37995,4.88577,Entire home/apt,4,2,2,5,250.0,3,6,True,10,0,4.74,False,62.5,750.0,0.17,0.28,0.23,4.99,253.2876712328767
534,3504128,0.1,False,Oud-Oost,52.35677,4.91537,Entire home/apt,2,1,1,12,250.0,4,1125,True,7,0,4.75,False,125.0,1000.0,0.08,0.06,0.28,4.99,250.0
535,3505002,0.49000000000000005,False,Zuid,52.35082,4.87572,Entire home/apt,4,2,4,8,200.0,5,30,True,0,0,4.83,False,50.0,1000.0,0.09,0.13,0.2,4.99,200.0
536,3508800,0.8300000000000001,False,Watergraafsmeer,52.3331,4.903,Private room,2,1,1,4,65.0,5,180,True,0,0,4.3100000000000005,False,32.5,325.0,0.06,0.12,0.16,2.99,55.679452054794524
537,3526216,0.77,True,Oud-Oost,52.35853,4.91675,Entire home/apt,4,2,2,9,143.0,2,4,True,0,1,4.78,False,35.75,286.0,0.07,0.19,0.16,4.99,143.27397260273972
538,3565477,0.64,False,Westerpark,52.39097,4.8777,Entire home/apt,4,2,3,9,186.0,3,14,True,0,3,4.92,False,46.5,558.0,0.07,0.21,0.2,4.99,185.6986301369863
539,3566834,0.72,False,Zuid,52.35518,4.881,Private room,2,1,2,3,88.0,1,1125,True,8,4,4.65,False,44.0,88.0,0.05,0.14,0.15,4.99,89.76712328767124
540,3580990,0.0,False,De Baarsjes - Oud-West,52.36259,4.86327,Entire home/apt,2,1,1,1,95.0,2,1125,True,0,0,4.92,False,47.5,190.0,0.06,0.12,0.15,4.99,95.0
541,3583322,0.85,False,Oud-Oost,52.35704,4.9073,Entire home/apt,4,2,5,8,200.0,2,1125,True,0,0,4.47,False,50.0,400.0,0.12,0.2,0.23,4.99,200.0
